Type,SKU,Title,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _oembed_7d2102242cbf38bc7823865f26e67f12,Meta: _oembed_time_7d2102242cbf38bc7823865f26e67f12,Meta: ekit_post_views_count,Meta: _oembed_3d6166d9447b3fadd1d670b7309935d2,Meta: _oembed_time_3d6166d9447b3fadd1d670b7309935d2,Meta: _oembed_85a06ba34aa216c4baaf6d57fed39426,Meta: _oembed_time_85a06ba34aa216c4baaf6d57fed39426,Meta: _oembed_013d67a4c86da8d87f7788176b161639,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_primary_product_cat,Meta: _oembed_54e0f9d7aac9df1cfb72a395639fb46b,Meta: _oembed_time_54e0f9d7aac9df1cfb72a395639fb46b,Meta: _oembed_7d2ffff4d6196e44a1a0114ce75c8426,Meta: _oembed_time_7d2ffff4d6196e44a1a0114ce75c8426,Meta: _oembed_f224e5f12bd98469a3539bdf3c5b62be,Meta: _oembed_time_f224e5f12bd98469a3539bdf3c5b62be,Meta: _oembed_44f27ea3e2477f0c6d6c5d2c8afea753,Meta: _oembed_time_44f27ea3e2477f0c6d6c5d2c8afea753,Meta: _oembed_fb0d9f18f766d4a64d1f1c28d04ca838,Meta: _oembed_time_fb0d9f18f766d4a64d1f1c28d04ca838,Meta: _oembed_5dd8c1fb264c920626308b61931835d5,Meta: _oembed_time_5dd8c1fb264c920626308b61931835d5,Meta: _oembed_5042ca82970a35df696143f471f5694c,Meta: _oembed_time_5042ca82970a35df696143f471f5694c,Meta: _oembed_b326255ab15b4d9c8ef98af4ca1cbea4,Meta: _oembed_time_b326255ab15b4d9c8ef98af4ca1cbea4,Meta: _oembed_0ffe05123db51dd8a0f40b72e053f803,Meta: _oembed_time_0ffe05123db51dd8a0f40b72e053f803,Meta: _wp_old_date,Meta: _oembed_5bf6c5325aedc4cf67d4bdde921eb52c,Meta: _oembed_time_5bf6c5325aedc4cf67d4bdde921eb52c,Meta: _oembed_80fe617373b4d7d32579038a14e0f57b,Meta: _oembed_time_80fe617373b4d7d32579038a14e0f57b,Meta: _oembed_74a69e8425331d6aaae2c1d7a63c481b,Meta: _oembed_time_74a69e8425331d6aaae2c1d7a63c481b,Meta: _oembed_52f64642c4691dfc4080e7e46c454a29,Meta: _oembed_time_52f64642c4691dfc4080e7e46c454a29,Meta: _oembed_fe94d873b1462d03baa969344b5bc579,Meta: _oembed_time_fe94d873b1462d03baa969344b5bc579,Meta: _oembed_db5094f7e926870fd7ac02a4ed1820c2,Meta: _oembed_time_db5094f7e926870fd7ac02a4ed1820c2,Meta: _oembed_83a146af5dae327bbf15d57660b86882,Meta: _oembed_time_83a146af5dae327bbf15d57660b86882,Meta: _oembed_cbe47d3369fa8626dc80de37e7695bdb,Meta: _oembed_time_cbe47d3369fa8626dc80de37e7695bdb,Meta: _oembed_f4b640cc797b121ed32f3ebf1602b552,Meta: _oembed_time_f4b640cc797b121ed32f3ebf1602b552,Meta: _oembed_12e797b973b3e71317de52b844f9db1a,Meta: _oembed_time_12e797b973b3e71317de52b844f9db1a,Meta: _oembed_cc5ef6b990484eb16dc2a8d92b8bd3b9,Meta: _oembed_time_cc5ef6b990484eb16dc2a8d92b8bd3b9,Meta: _oembed_caa25e2757e649d259164dfc49257770,Meta: _oembed_time_caa25e2757e649d259164dfc49257770,Meta: _oembed_96c48a2fb775c73f30132af675cb3d81,Meta: _oembed_time_96c48a2fb775c73f30132af675cb3d81,Meta: _oembed_b1c08a7d4484835d51899e150cefc477,Meta: _oembed_time_b1c08a7d4484835d51899e150cefc477,Meta: _oembed_817dbaf5bbe6bac1bb27a1073a5f3c48,Meta: _oembed_time_817dbaf5bbe6bac1bb27a1073a5f3c48,Meta: _oembed_2dd5c59d43febe1e5ad62a583a55cec4,Meta: _oembed_time_2dd5c59d43febe1e5ad62a583a55cec4,Meta: _oembed_b2f33abe50f2dd29b77e935ad015f0f2,Meta: _oembed_time_b2f33abe50f2dd29b77e935ad015f0f2,Meta: _oembed_22dadb088d92a7605e19e412397e10e8,Meta: _oembed_time_22dadb088d92a7605e19e412397e10e8,Meta: _oembed_8e40b3ec53e4dc9b94fe60f761b7f32e,Meta: _oembed_time_8e40b3ec53e4dc9b94fe60f761b7f32e,Meta: _wp_page_template
simple,910713,Trail SE 2 2022 Mountain Bike,1,1,visible,"<h2>Looking for a high-performance mountain bike that combines durability and style? Look no further than the Cannondale Trail SE 2. Built with a lightweight aluminum frame and responsive suspension system, this bike can handle tough terrain with ease. The RockShox 35 Silver Fork provides 120mm of travel for a smooth ride, and the SRAM SX Eagle drivetrain offers efficient pedaling. With Shimano hydraulic disc brakes for confident control and a dropper seatpost for quick adjustments, the Trail SE 2 is perfect for riders of all levels. And with its eye-catching colors and sleek design, this bike is sure to turn heads both on and off the trail.</h2>","
                            <h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->About the Cannondale Trail SE 2<!-- mp_trans_rt_end 5 --></h2><br><p>The Cannondale Trail SE 2 is the ultimate mountain bike for riders who demand the best in performance, durability, and style. With its lightweight aluminum frame, responsive suspension system, and top-of-the-line components, this bike is built to handle even the toughest trails with ease.</p><br><p>One of the standout features of the Trail SE 2 is its RockShox 35 Silver Fork, which provides 120mm of travel and smooths out even the roughest terrain. The SRAM SX Eagle drivetrain offers a wide range of gears for efficient pedaling on both climbs and descents, while the Shimano hydraulic disc brakes provide powerful stopping power for confident control.</p><br><p>The Trail SE 2 also comes with a dropper seatpost, allowing you to quickly adjust your saddle height on the fly to optimize your position for different trail sections. The WTB STX i25 TCS rims are tubeless-ready, providing a smoother ride and reduced risk of flats.</p><br><p>And with its eye-catching colors and sleek design, the Trail SE 2 is sure to turn heads both on the trails and off. Whether you're a seasoned rider looking to upgrade your gear or a beginner just starting to explore the world of mountain biking, the Cannondale Trail SE 2 is the perfect bike to take your riding to the next level.</p><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Key Features<!-- mp_trans_rt_end 5 --></h2><br><ul><br><li>Premium SmartForm C2 Alloy frame</li><br><li>RockShox 35 Silver R 120mm 120mm fork</li><br><li>SRAM SX Eagle 12-speed drivetrain</li><br><li>Shimano MT400 hydraulic disc brakes</li><br><li>Integrated connectivity with Cannondale App</li><br><li>Dropper seatpost</li><br></ul><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Specifications<!-- mp_trans_rt_end 5 --></h2><br><h3>Frameset</h3><br><ul><br>  <li>Frame: All-New, Smartform C2 Alloy, SAVE dropped seatstays, tapered headtube, post mount disc, StraightShot internal cable routing, dropper post compatible BSA 73, 12mm thru axle, Boost 148</li><br>  <li>Fork: Rock Shox 35 Silver R, 120mm, 15x110 thru-axle, 51mm offset</li><br></ul><br><h3>Wheels</h3><br><ul><br> <li>Wheelset: WTB STX i25 TCS, 32h, tubeless ready</li> <br> <li>Tyres: (F) Maxxis Minion DHF, 29x2.5"" Exo Casing, Tubeless Ready / (R) Maxxis High Roller II, 29x2.3, EXO casing, tubeless ready</li><br></ul><br><h3>Drivetrain</h3><br><ul><br>  <li>Pedals: Not Included</li><br>  <li>Rear Derailleur: SRAM SX Eagle</li><br>  <li>Shifters: SRAM SX Eagle, 12-speed</li><br>  <li>Chain: SRAM SX Eagle, 12-speed</li><br>  <li>Crankset: SRAM SX Eagle Power Spline, 30T</li><br>  <li>Cassette: SRAM SX Eagle, 11-50, 12-speed</li><br>  <li>Bottom Bracket: Truvativ Power Spline</li><br></ul><br><h3>Components</h3><br><ul><br>  <li>Handlebar: FSA Alloy Riser, 15mm rise, 760mm</li><br>  <li>Stem: Cannondale 3, 6061 Alloy, 31.8</li><br>  <li>Brakes: TRP Slate G4 4 Piston hydraulic disc, 180/160mm rotors</li><br>  <li>Brake Levers: TRP hydraulic disc</li><br>  <li>Saddle: Cannondale Ergo XC</li><br>  <li>Seatpost: TranzX Dropper, 31.6, Internal Routing, 100mm (S), 120mm (M-XL)</li><br></ul><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Bike Sizing<!-- mp_trans_rt_end 5 --></h2><br>    <p>Choosing the bike size depends on the type of bike, your height, your riding style, and your preference. A correct fitting bike will be more comfortable, more efficient and more fun to ride. This bike size guide gives our customers general advice on choosing the right size. It is a guide only and we always recommend visiting one of our stores or contacting one of our experts.</p><br><div style=""overflow-x:auto;""><thread></thread><table class=""table"" style=""width:100%""><tbody><tr><th scope=""col""></th><th scope=""col"">S</th><th scope=""col"">M</th><th scope=""col"">L</th><th scope=""col"">XL</th></tr></tbody><tbody><tr class=""col"" bg-silver-tree=""""><td>Rider Height</td><td>5'1 - 5'4 / 154cm - 162cm</td><td>5'4 - 5'8 / 162cm - 172cm</td><td>5'7 - 6'0 / 170cm - 182cm</td><td>6'0 - 6'3 / 182cm - 190cm</td></tr></tbody></table></div>

                            <div class=""ProductDescriptionAttributesContainer""></div>

                                <ul id=""DisplayAttributes""></ul>

                            
<p class=""productCode"" id=""lblProductCode"">
    Product code: 910713
</p>
                        <h2>Looking for a high-performance mountain bike that combines durability and style? Look no further than the Cannondale Trail SE 2. Built with a lightweight aluminum frame and responsive suspension system, this bike can handle tough terrain with ease. The RockShox 35 Silver Fork provides 120mm of travel for a smooth ride, and the SRAM SX Eagle drivetrain offers efficient pedaling. With Shimano hydraulic disc brakes for confident control and a dropper seatpost for quick adjustments, the Trail SE 2 is perfect for riders of all levels. And with its eye-catching colors and sleek design, this bike is sure to turn heads both on and off the trail.</h2>",,,,,1,,,,,,,,,,,1250,1550,"bikes, Brands > CANNONDALE",,,"https://res.cloudinary.com/dwexokobt/image/upload/v1686787554/bztepf6cqnuc1qsx79ji.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787555/vjsbotrfrmgszrzocahf.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787556/wnoskffeufs5peceib5h.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787557/nnoygvwf4jwn2tovhemr.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787558/jy9d6o5gj2rt1l68bkbj.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787559/jxbxn21afse9gpj9noyz.jpg",,,,,,,,,,Size,"S, M, L, XL",1,color,Emerald,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,939348,Synapse 2 2023 Road Bike,1,1,visible,"<h2>Experience the ultimate ride with the Cannondale Synapse 2A road bike. Designed for endurance and comfort, this lightweight SmartForm C2 Alloy frame with a full carbon fork and Shimano Sora 9-speed drivetrain with dual chainring FSA crank delivers speed and agility on the open road and gravel roads. The Promax Decoder R mechanical disc brakes ensure accurate stopping power, while the Vittoria Zaffiro 700 x 28c tires provide extra comfort for your longer rides. With its Cannondale 4, 6061 alloy handlebars and stem, this bike is built for both performance and comfort. Ride longer and barely notice with the Cannondale Synapse 2A road bike.</h2>","
                            <h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->About the Cannondale Synapse 2<!-- mp_trans_rt_end 5 --></h2><br><p>A road bike thats light, stiff, fast and surprisingly comfortable. Your rides will go longer. You'll barely notice.</p><br><p>Where it thrives: The open road, gravel roads</p><br><p>What it's built for: Endurance, comfort</p><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Key Features<!-- mp_trans_rt_end 5 --></h2><br><ul><br><li>Lightweight SmartForm C2 Alloy Frame w/ full carbon fork</li><br><li>Shimano Sora 9-speed drivetrain w/ dual chainring FSA crank</li><br><li>Promax Decoder R mechanical disc brakes</li><br></ul><br><div class=""component_videoWrapper""><iframe frameborder=""1allowfullscreen"" class=""optanon-category-C0004 "" data-src=""https://www.youtube.com/embed/Sk2bmw13wT8""></iframe></div><br><br><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Specifications<!-- mp_trans_rt_end 5 --></h2><br><h3>Frameset</h3><br><ul><br>  <li>Frame: SmartForm C2 Alloy</li><br>  <li>Fork: BallisTec Full Carbon</li><br></ul><br><h3>Wheels</h3><br><ul><br> <li>Rims: RD, 28h</li><br>  <li>Hubs: (F) Formula CRX-512 12x100 (R) Alloy, sealed loose ball bearing, QR</li> <br>  <li>Tyres: Vittoria Zaffiro, 700 x 28c</li><br></ul><br><h3>Drivetrain</h3><br><ul><br>  <li>Pedals: Not included</li><br>  <li>Front Derailleur: Shimano Sora, braze-on</li><br>  <li>Rear Derailleur: Shimano Sora GS</li><br>  <li>Shifters: Shimano Sora, 9-speed</li><br>  <li>Chain: KMC Z9, 9-speed</li><br>  <li>Crankset: FSA Vero Alloy, 50/34</li><br>  <li>Rear Cogs: Shimano HG400, 11-34, 9-speed</li><br></ul><br><h3>Components</h3><br><ul><br>  <li>Handlebar: Cannondale 4, 6061 alloy</li><br>  <li>Stem: Cannondale 4, 6061 Alloy, 31.8</li><br>  <li>Brakes: Promax Decoder R cable-actuated disc, 160/160mm</li><br>  <li>Brake Levers: Integrated in shifters</li><br>  <li>Saddle: Cannondale Stage Ergo</li><br>  <li>Seatpost: Cannondale 4, 6061 Alloy</li><br></ul><br><hr><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Bike Sizing<!-- mp_trans_rt_end 5 --></h2><br><p>Choosing the bike size depends on the type of bike, your height, your riding style, and your preference. A correct fitting bike will be more comfortable, more efficient and more fun to ride. This bike size guide gives our customers general advice on choosing the right size. </p><br><br><thread><br>    </thread><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><table class=""table"" style=""width:100%"" overflow-x:auto;="""">  <tbody><tr>      <th scope=""col""></th>      <th scope=""col"">48</th>      <th scope=""col"">51</th>      <th scope=""col"">54</th>      <th scope=""col"">56</th>      <th scope=""col"">58</th>      <th scope=""col"">61</th>    </tr>    </tbody><tbody>    <tr class=""col"" bg-silver-tree="""">      <td>Rider Height</td>      <td>52 - 5'6 / 157cm - 167cm</td>      <td>5'5 - 5'9 / 165cm - 175cm</td>      <td>5'7 - 5'11 / 170cm - 180cm</td>      <td>5'9 - 6'1 / 175cm - 185cm </td>      <td>6'0 - 6'4 / 182cm - 193cm</td>      <td>6'3 - 6'8 / 190cm - 203cm</td>    </tr>  </tbody></table><br>

                            <div class=""ProductDescriptionAttributesContainer""></div>

                                <ul id=""DisplayAttributes""><li><span class=""feature-name"">Model Year</span><span class=""feature-value"">2023</span></li><li><span class=""feature-name"">Frame Material</span><span class=""feature-value"">Aluminium</span></li><li><span class=""feature-name"">Frame Style</span><span class=""feature-value"">Traditional</span></li><li><span class=""feature-name"">Suspension Type</span><span class=""feature-value"">Rigid</span></li><li><span class=""feature-name"">Chainset Type</span><span class=""feature-value"">2x</span></li><li><span class=""feature-name"">Number of Gears</span><span class=""feature-value"">18 Speed</span></li><li><span class=""feature-name"">Brake Type</span><span class=""feature-value"">Mechanical Disc</span></li><li><span class=""feature-name"">Discipline</span><span class=""feature-value"">Road Endurance</span></li><li><span class=""feature-name"">Axle Type</span><span class=""feature-value"">Thru Axle</span></li><li><span class=""feature-name"">Wheel Size</span><span class=""feature-value"">700c</span></li><li><span class=""feature-name"">Pedals</span><span class=""feature-value"">Not Included</span></li></ul>

                            
<p class=""productCode"" id=""lblProductCode"">
    Product code: 939348
</p>
                        <h2>Experience the ultimate ride with the Cannondale Synapse 2A road bike. Designed for endurance and comfort, this lightweight SmartForm C2 Alloy frame with a full carbon fork and Shimano Sora 9-speed drivetrain with dual chainring FSA crank delivers speed and agility on the open road and gravel roads. The Promax Decoder R mechanical disc brakes ensure accurate stopping power, while the Vittoria Zaffiro 700 x 28c tires provide extra comfort for your longer rides. With its Cannondale 4, 6061 alloy handlebars and stem, this bike is built for both performance and comfort. Ride longer and barely notice with the Cannondale Synapse 2A road bike.</h2>",,,,,1,,,,,,,,,,,1100,1466.666667,"bikes, Brands > CANNONDALE",,,"https://res.cloudinary.com/dwexokobt/image/upload/v1686787560/ct4yuqddq0xzydwb5hyv.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787561/zasbrmeyky6x9lbuyvjn.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787562/johavniedk4ifgugjg9z.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787563/esrurmudvzw8vdonaojc.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787564/ii2zqwlhkf3mcr6auqpf.jpg",,,,,,,,,,Size,"48cm, 51cm, 54cm, 56cm, 58cm, 61cm",1,color,"Black Pearl 23, Cool Mint 23",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,934381,Quick CX 3 2022 Hybrid Bike,1,1,visible,"<h2>Get ready to conquer any terrain with the Cannondale Quick CX 3 urban-adventure bike. With its smart design and lightweight construction, this bike is perfect for city commutes, countryside rides, and everything in between. You'll enjoy a comfortable, upright riding position that feels natural and confident in any situation, thanks to the bump-absorbing suspension forks, multi-surface tires, and reflective graphics. Plus, with Shimano Acera 16-speed gears, Tektro HD-T275 hydraulic disc brakes, and Vittoria Terreno Dry 700 x 40c tires, you'll have the control, power, and traction you need to take on any adventure. Choose from a range of sizes to get the perfect fit and plan your next adventure with the Cannondale Quick CX 3.</h2>","
                            <h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->About the Cannondale Quick CX 3<!-- mp_trans_rt_end 5 --></h2><br>An urban-adventure bike built for the cities and the town pathways, the great open  countryside and everything in between. Expand your horizons with the one  bike to do it all.  Comfort, control, visibility and speed are all taken care of with the Quick CX. Bump-absorbing suspension forks, multi-surface tyres and reflective graphics keep you in charge of the highways and byways at all times.<br><br>An upright, mountain bike inspired riding position feels natural, confident and comfortable in  all riding situations. Cannondale have thought of every detail when it comes to creating the new Quick CX  years of aluminum expertise means that the bike is noticeably lightweight, offering enjoyable performance, on-road or off.	<br><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Key Features<!-- mp_trans_rt_end 5 --></h2><br><br><ul><li>	SmartForm C3 Alloy Frame for stiff but light construction allows you to convert more of your power into speed	</li><br><li>	Suntour NEX-E25 Fork to help roll over obstacles and allow a more comfortable ride	</li><br><li>	Shimano Acera, 16-speed give a wide range of gear options for taking on the hills</li><br><li>	Tektro HD-T275 hydraulic disc brakes give powerful, controllable and consistent stopping power with less effort</li><br><li>	Vittoria Terreno Dry, 700 x 40c Tyres offer great traction off road and excellent rolling ability on the tarmac</li></ul><br><br><h2><!-- mp_trans_rt_start id=""1"" args=""as"" 5 -->Bike Sizing<!-- mp_trans_rt_end 5 --></h2><div class=""container""><div class=""row""><div class=""item"" col-md-10="""" col-sm-12="""" col-xs-12="""" pb-4="""">Choosing the bike size depends on the type of bike, your height, your riding style, and your preference. A correct fitting bike will be more comfortable, more efficient and more fun to ride. This bike size guide gives our customers general advice on choosing the right size. </div><br><div style=""overflow-x:auto;""><thread></thread><table class=""table"" style=""width:100%""><tbody><tr><th scope=""col""></th><th scope=""col"">S</th><th scope=""col"">M</th><th scope=""col"">L</th><th scope=""col"">XL</th><th scope=""col"">XXL</th></tr></tbody><tbody><tr class=""col"" bg-silver-tree=""""><td>Rider Height </td><td>5'2 - 5'7 / 157cm - 170cm </td><td>5'5 - 5'10 / 165cm - 177cm </td><td>5'9 - 6'2 / 175cm - 187cm</td><td>6'0 - 6'5 / 182cm - 195cm </td><td>6'4 - 6'9 / 193cm - 206cm</td></tr><tr><td>Standover (mm)</td><td>725</td><td>764</td><td>802</td><td>840</td></tr><tr class=""col"" bg-silver-tree=""""><td>Reach (mm)</td><td>402</td><td>412</td><td>422</td><td>432</td></tr></tbody></table></div></div></div>

                            <div class=""ProductDescriptionAttributesContainer""></div>

                                <ul id=""DisplayAttributes""><li><span class=""feature-name"">Model Year</span><span class=""feature-value"">2023</span></li><li><span class=""feature-name"">Frame Material</span><span class=""feature-value"">Aluminium</span></li><li><span class=""feature-name"">Frame Style</span><span class=""feature-value"">Traditional</span></li><li><span class=""feature-name"">Suspension Type</span><span class=""feature-value"">Hardtail</span></li><li><span class=""feature-name"">Chainset Type</span><span class=""feature-value"">2x</span></li><li><span class=""feature-name"">Number of Gears</span><span class=""feature-value"">16 Speed</span></li><li><span class=""feature-name"">Brake Type</span><span class=""feature-value"">Hydraulic Disc</span></li><li><span class=""feature-name"">Discipline</span><span class=""feature-value"">Hybrid</span></li><li><span class=""feature-name"">Axle Type</span><span class=""feature-value"">Quick Release</span></li><li><span class=""feature-name"">Wheel Size</span><span class=""feature-value"">700c</span></li><li><span class=""feature-name"">Pedals</span><span class=""feature-value"">Included</span></li></ul>

                            
<p class=""productCode"" id=""lblProductCode"">
    Product code: 934381
</p>
                        <h2>Get ready to conquer any terrain with the Cannondale Quick CX 3 urban-adventure bike. With its smart design and lightweight construction, this bike is perfect for city commutes, countryside rides, and everything in between. You'll enjoy a comfortable, upright riding position that feels natural and confident in any situation, thanks to the bump-absorbing suspension forks, multi-surface tires, and reflective graphics. Plus, with Shimano Acera 16-speed gears, Tektro HD-T275 hydraulic disc brakes, and Vittoria Terreno Dry 700 x 40c tires, you'll have the control, power, and traction you need to take on any adventure. Choose from a range of sizes to get the perfect fit and plan your next adventure with the Cannondale Quick CX 3.</h2>",,,,,1,,,,,,,,,,,549,775,"bikes, Brands > CANNONDALE",,,"https://res.cloudinary.com/dwexokobt/image/upload/v1686787565/dtkrakehwfza3qrvojfn.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787566/qpb8ha9ggczsuypkjy1f.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787567/wxqtv2zmvexx4tocudog.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787568/dnzgnyxc1g1aunufx2du.jpg, https://res.cloudinary.com/dwexokobt/image/upload/v1686787568/ldqdi3lkbtetshg36ehk.jpg",,,,,,,,,,Size,"S, M, L, XL",1,color,Slate Gray 23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
